track_name,artist,genre_tag,playcount,listeners,duration_ms,tags,tag_count
Pop Track 61,Artist_pop_61,pop,6308670,4288329,171639,"pop, music",6
Pop Track 62,Artist_pop_62,pop,7073006,2598994,142327,"pop, music",3
Pop Track 63,Artist_pop_63,pop,5772571,7004430,232835,"pop, music",7
Pop Track 64,Artist_pop_64,pop,6703348,3475504,217047,"pop, music",5
Pop Track 65,Artist_pop_65,pop,2659164,5198867,161994,"pop, music",3
Pop Track 66,Artist_pop_66,pop,6802070,1505789,224292,"pop, music",3
Pop Track 67,Artist_pop_67,pop,4380857,3829668,130338,"pop, music",6
Pop Track 68,Artist_pop_68,pop,5639038,4428884,203950,"pop, music",5
Pop Track 69,Artist_pop_69,pop,7495654,2528528,205712,"pop, music",4
Pop Track 70,Artist_pop_70,pop,4270674,2476591,205410,"pop, music",6
Pop Track 71,Artist_pop_71,pop,7671936,2588786,148046,"pop, music",7
Pop Track 72,Artist_pop_72,pop,4485306,4170566,260656,"pop, music",6
Pop Track 73,Artist_pop_73,pop,5406592,5437147,178495,"pop, music",6
Pop Track 74,Artist_pop_74,pop,7885436,1768113,190630,"pop, music",4
Pop Track 75,Artist_pop_75,pop,4643912,5073769,209222,"pop, music",5
Pop Track 76,Artist_pop_76,pop,3601112,3002895,160088,"pop, music",3
Pop Track 77,Artist_pop_77,pop,7314601,4538897,204863,"pop, music",3
Pop Track 78,Artist_pop_78,pop,4301502,3250848,240237,"pop, music",6
Pop Track 79,Artist_pop_79,pop,6458949,4754517,223762,"pop, music",5
Pop Track 80,Artist_pop_80,pop,6389348,1399661,261221,"pop, music",5
Rock Track 1,Artist_rock_1,rock,3433095,1885982,295480,"rock, music",3
Rock Track 2,Artist_rock_2,rock,3402201,1322214,215276,"rock, music",5
Rock Track 3,Artist_rock_3,rock,3252892,1345179,241675,"rock, music",3
Rock Track 4,Artist_rock_4,rock,2556299,1095931,301276,"rock, music",4
Rock Track 5,Artist_rock_5,rock,2439986,1477785,288080,"rock, music",6
Rock Track 6,Artist_rock_6,rock,4307295,1609497,229764,"rock, music",6
Rock Track 7,Artist_rock_7,rock,2253904,1376204,279891,"rock, music",2
Rock Track 8,Artist_rock_8,rock,3549333,1348878,265311,"rock, music",2
Rock Track 9,Artist_rock_9,rock,2397717,2230823,312114,"rock, music",2
Rock Track 10,Artist_rock_10,rock,2604433,1343115,196319,"rock, music",2
Rock Track 11,Artist_rock_11,rock,4174930,1664623,277278,"rock, music",2
Rock Track 12,Artist_rock_12,rock,2720759,1450093,289360,"rock, music",5
Rock Track 13,Artist_rock_13,rock,4721085,2182830,178318,"rock, music",2
Rock Track 14,Artist_rock_14,rock,2597903,939261,260772,"rock, music",6
Rock Track 15,Artist_rock_15,rock,3561707,1966023,249510,"rock, music",7
Rock Track 16,Artist_rock_16,rock,2192471,617007,320817,"rock, music",6
Rock Track 17,Artist_rock_17,rock,2257052,1494709,266517,"rock, music",5
Rock Track 18,Artist_rock_18,rock,2492647,1681778,252409,"rock, music",7
Rock Track 19,Artist_rock_19,rock,2610026,1755349,272364,"rock, music",6
Rock Track 20,Artist_rock_20,rock,3785287,869288,253160,"rock, music",6
Rock Track 21,Artist_rock_21,rock,4038918,1417294,223430,"rock, music",4
Rock Track 22,Artist_rock_22,rock,4224100,1808491,309014,"rock, music",4
Rock Track 23,Artist_rock_23,rock,2287452,1072595,186541,"rock, music",3
Rock Track 24,Artist_rock_24,rock,2620040,1315580,248072,"rock, music",5
Rock Track 25,Artist_rock_25,rock,3582802,1920209,283606,"rock, music",5
Rock Track 26,Artist_rock_26,rock,4020007,1600227,266068,"rock, music",2
Rock Track 27,Artist_rock_27,rock,3051671,1235303,304352,"rock, music",6
Rock Track 28,Artist_rock_28,rock,2742288,1688766,289340,"rock, music",4
Rock Track 29,Artist_rock_29,rock,2848736,1795721,231123,"rock, music",2
Rock Track 30,Artist_rock_30,rock,3195485,1305918,211315,"rock, music",2
Rock Track 31,Artist_rock_31,rock,4080370,2555452,245562,"rock, music",5
Rock Track 32,Artist_rock_32,rock,3878678,1164277,230353,"rock, music",5
Rock Track 33,Artist_rock_33,rock,1088493,1393289,219634,"rock, music",2
Rock Track 34,Artist_rock_34,rock,3135354,1493723,183595,"rock, music",2
Rock Track 35,Artist_rock_35,rock,2419210,859881,189417,"rock, music",6
Rock Track 36,Artist_rock_36,rock,3611693,999021,323258,"rock, music",7
Rock Track 37,Artist_rock_37,rock,2933749,1514145,261819,"rock, music",2
Rock Track 38,Artist_rock_38,rock,2012388,1597358,299512,"rock, music",4
Rock Track 39,Artist_rock_39,rock,3196814,1413824,315554,"rock, music",4
Rock Track 40,Artist_rock_40,rock,3202711,2406646,262498,"rock, music",6
Rock Track 41,Artist_rock_41,rock,2420152,2327114,220415,"rock, music",2
Rock Track 42,Artist_rock_42,rock,2415677,1713898,270577,"rock, music",7
Rock Track 43,Artist_rock_43,rock,3302353,1899556,249934,"rock, music",7
Rock Track 44,Artist_rock_44,rock,2616570,1711201,312050,"rock, music",5
Rock Track 45,Artist_rock_45,rock,2493067,2914332,305871,"rock, music",7
Rock Track 46,Artist_rock_46,rock,2649080,1175347,277442,"rock, music",7
Rock Track 47,Artist_rock_47,rock,3182802,1678801,314423,"rock, music",4
Rock Track 48,Artist_rock_48,rock,4146594,1778858,231848,"rock, music",2
Rock Track 49,Artist_rock_49,rock,4352121,1690970,315144,"rock, music",4
Rock Track 50,Artist_rock_50,rock,1757908,2134892,275829,"rock, music",3
Rock Track 51,Artist_rock_51,rock,2986753,2049424,238744,"rock, music",3
Rock Track 52,Artist_rock_52,rock,1501776,898316,298236,"rock, music",7
Rock Track 53,Artist_rock_53,rock,1825977,1986532,264663,"rock, music",5
Rock Track 54,Artist_rock_54,rock,2154108,2025089,238372,"rock, music",4
Rock Track 55,Artist_rock_55,rock,3421001,1661676,195373,"rock, music",6
Rock Track 56,Artist_rock_56,rock,3453696,1391054,218285,"rock, music",6
Rock Track 57,Artist_rock_57,rock,3045758,1411707,164165,"rock, music",7
Rock Track 58,Artist_rock_58,rock,3461647,1682722,158687,"rock, music",6
Rock Track 59,Artist_rock_59,rock,2437285,1518418,328570,"rock, music",7
Rock Track 60,Artist_rock_60,rock,2822500,1466089,207616,"rock, music",2
Rock Track 61,Artist_rock_61,rock,3766218,1346338,220543,"rock, music",7
Rock Track 62,Artist_rock_62,rock,3521553,2035689,218786,"rock, music",7
Rock Track 63,Artist_rock_63,rock,4480470,1530613,273062,"rock, music",7
Rock Track 64,Artist_rock_64,rock,3280125,1476435,286074,"rock, music",4
Rock Track 65,Artist_rock_65,rock,2270544,1205312,242523,"rock, music",2
Rock Track 66,Artist_rock_66,rock,2956988,879783,258267,"rock, music",6
Rock Track 67,Artist_rock_67,rock,4518427,2091723,249681,"rock, music",5
Rock Track 68,Artist_rock_68,rock,4331949,2832485,290581,"rock, music",2
Rock Track 69,Artist_rock_69,rock,1193188,2183936,278458,"rock, music",3
Rock Track 70,Artist_rock_70,rock,2739559,1648628,184480,"rock, music",7
Rock Track 71,Artist_rock_71,rock,1741289,1933579,223974,"rock, music",4
Rock Track 72,Artist_rock_72,rock,2561587,1740532,286314,"rock, music",4
Rock Track 73,Artist_rock_73,rock,3213591,1789965,221039,"rock, music",4
Rock Track 74,Artist_rock_74,rock,2520677,1935252,283272,"rock, music",4
Rock Track 75,Artist_rock_75,rock,1497535,1923848,223495,"rock, music",7
Rock Track 76,Artist_rock_76,rock,3513538,1202756,275544,"rock, music",5
Rock Track 77,Artist_rock_77,rock,2587242,1501989,189028,"rock, music",6
Rock Track 78,Artist_rock_78,rock,3717962,2033468,250431,"rock, music",6
Rock Track 79,Artist_rock_79,rock,2413347,1677722,215583,"rock, music",3
Rock Track 80,Artist_rock_80,rock,2653900,1355467,280410,"rock, music",6
Jazz Track 1,Artist_jazz_1,jazz,978497,347178,371536,"jazz, music",2
Jazz Track 2,Artist_jazz_2,jazz,1139354,568958,345752,"jazz, music",3
Jazz Track 3,Artist_jazz_3,jazz,1111343,410290,323463,"jazz, music",7
Jazz Track 4,Artist_jazz_4,jazz,953296,581044,347854,"jazz, music",5
Jazz Track 5,Artist_jazz_5,jazz,904456,453122,341739,"jazz, music",3
Jazz Track 6,Artist_jazz_6,jazz,1310476,459888,344324,"jazz, music",3
Jazz Track 7,Artist_jazz_7,jazz,1360364,439740,238475,"jazz, music",4
Jazz Track 8,Artist_jazz_8,jazz,697574,607503,408338,"jazz, music",2
Jazz Track 9,Artist_jazz_9,jazz,1098078,468148,353176,"jazz, music",4
Jazz Track 10,Artist_jazz_10,jazz,336659,156980,377299,"jazz, music",4
Jazz Track 11,Artist_jazz_11,jazz,556424,673019,333539,"jazz, music",6
Jazz Track 12,Artist_jazz_12,jazz,875413,757513,318706,"jazz, music",4
Jazz Track 13,Artist_jazz_13,jazz,853781,561788,276344,"jazz, music",2
Jazz Track 14,Artist_jazz_14,jazz,754899,511842,300893,"jazz, music",3
Jazz Track 15,Artist_jazz_15,jazz,1492628,495249,323481,"jazz, music",5
Jazz Track 16,Artist_jazz_16,jazz,715797,840398,282654,"jazz, music",6
Jazz Track 17,Artist_jazz_17,jazz,694414,948482,376570,"jazz, music",4
Jazz Track 18,Artist_jazz_18,jazz,857923,709420,360344,"jazz, music",5
Jazz Track 19,Artist_jazz_19,jazz,1215429,736733,272888,"jazz, music",3
Jazz Track 20,Artist_jazz_20,jazz,795921,528222,425742,"jazz, music",2
Jazz Track 21,Artist_jazz_21,jazz,1260354,360302,284978,"jazz, music",5
Jazz Track 22,Artist_jazz_22,jazz,1061383,682221,346897,"jazz, music",3
Jazz Track 23,Artist_jazz_23,jazz,811774,426614,336753,"jazz, music",2
Jazz Track 24,Artist_jazz_24,jazz,883213,509461,363767,"jazz, music",6
Jazz Track 25,Artist_jazz_25,jazz,1419149,397299,344648,"jazz, music",3
Jazz Track 26,Artist_jazz_26,jazz,810876,348939,253805,"jazz, music",2
Jazz Track 27,Artist_jazz_27,jazz,533275,82483,326454,"jazz, music",4
Jazz Track 28,Artist_jazz_28,jazz,1232641,331905,314038,"jazz, music",2
Jazz Track 29,Artist_jazz_29,jazz,190934,492922,310762,"jazz, music",4
Jazz Track 30,Artist_jazz_30,jazz,1208861,348174,340666,"jazz, music",5
Jazz Track 31,Artist_jazz_31,jazz,1682995,256158,324394,"jazz, music",2
Jazz Track 32,Artist_jazz_32,jazz,1338894,341700,275282,"jazz, music",7
Jazz Track 33,Artist_jazz_33,jazz,765236,602445,315406,"jazz, music",6
Jazz Track 34,Artist_jazz_34,jazz,1046510,285561,378615,"jazz, music",4
Jazz Track 35,Artist_jazz_35,jazz,1416574,101316,236864,"jazz, music",7
Jazz Track 36,Artist_jazz_36,jazz,627807,447488,329531,"jazz, music",6
Jazz Track 37,Artist_jazz_37,jazz,1032919,473434,340551,"jazz, music",3
Jazz Track 38,Artist_jazz_38,jazz,911690,446682,317216,"jazz, music",5
Jazz Track 39,Artist_jazz_39,jazz,1366661,174228,289179,"jazz, music",6
Jazz Track 40,Artist_jazz_40,jazz,812791,244253,360413,"jazz, music",6
Jazz Track 41,Artist_jazz_41,jazz,1150143,342752,305972,"jazz, music",7
Jazz Track 42,Artist_jazz_42,jazz,931235,688961,336812,"jazz, music",5
Jazz Track 43,Artist_jazz_43,jazz,492020,365711,329237,"jazz, music",2
Jazz Track 44,Artist_jazz_44,jazz,785207,550110,269955,"jazz, music",5
Jazz Track 45,Artist_jazz_45,jazz,1158215,540460,260053,"jazz, music",3
Jazz Track 46,Artist_jazz_46,jazz,1341747,451577,316126,"jazz, music",5
Jazz Track 47,Artist_jazz_47,jazz,615871,764874,236722,"jazz, music",5
Jazz Track 48,Artist_jazz_48,jazz,1508936,447714,330298,"jazz, music",7
Jazz Track 49,Artist_jazz_49,jazz,1291546,496430,306571,"jazz, music",4
Jazz Track 50,Artist_jazz_50,jazz,1403813,756852,323507,"jazz, music",3
Jazz Track 51,Artist_jazz_51,jazz,595544,612815,326834,"jazz, music",5
Jazz Track 52,Artist_jazz_52,jazz,944804,666896,366057,"jazz, music",7
Jazz Track 53,Artist_jazz_53,jazz,511122,584043,400222,"jazz, music",3
Jazz Track 54,Artist_jazz_54,jazz,1215277,416696,332568,"jazz, music",7
Jazz Track 55,Artist_jazz_55,jazz,1076808,648807,386618,"jazz, music",3
Jazz Track 56,Artist_jazz_56,jazz,1304311,477317,352263,"jazz, music",5
Jazz Track 57,Artist_jazz_57,jazz,874388,719796,334863,"jazz, music",2
Jazz Track 58,Artist_jazz_58,jazz,964480,529160,289784,"jazz, music",3
Jazz Track 59,Artist_jazz_59,jazz,1247324,482351,349921,"jazz, music",7
Jazz Track 60,Artist_jazz_60,jazz,1450291,813958,307817,"jazz, music",7
Jazz Track 61,Artist_jazz_61,jazz,985057,332853,331910,"jazz, music",4
Jazz Track 62,Artist_jazz_62,jazz,484137,414551,324880,"jazz, music",7
Jazz Track 63,Artist_jazz_63,jazz,855963,846602,269279,"jazz, music",2
Jazz Track 64,Artist_jazz_64,jazz,601256,797980,318109,"jazz, music",3
Jazz Track 65,Artist_jazz_65,jazz,760914,489694,307688,"jazz, music",4
Jazz Track 66,Artist_jazz_66,jazz,802330,489895,344826,"jazz, music",5
Jazz Track 67,Artist_jazz_67,jazz,1319370,519064,352667,"jazz, music",6
Jazz Track 68,Artist_jazz_68,jazz,1185598,626443,338367,"jazz, music",2
Jazz Track 69,Artist_jazz_69,jazz,1080115,611491,308667,"jazz, music",3
Jazz Track 70,Artist_jazz_70,jazz,1036616,624123,325353,"jazz, music",7
Jazz Track 71,Artist_jazz_71,jazz,1107257,412802,312288,"jazz, music",4
Jazz Track 72,Artist_jazz_72,jazz,953788,495138,347260,"jazz, music",7
Jazz Track 73,Artist_jazz_73,jazz,979937,401324,407642,"jazz, music",7
Jazz Track 74,Artist_jazz_74,jazz,1102020,289853,340041,"jazz, music",5
Jazz Track 75,Artist_jazz_75,jazz,1305666,493550,218826,"jazz, music",5
Jazz Track 76,Artist_jazz_76,jazz,1389453,701597,332712,"jazz, music",5
Jazz Track 77,Artist_jazz_77,jazz,804824,657955,354710,"jazz, music",3
Jazz Track 78,Artist_jazz_78,jazz,1084909,468297,359834,"jazz, music",4
Jazz Track 79,Artist_jazz_79,jazz,1024685,661253,299308,"jazz, music",6
Jazz Track 80,Artist_jazz_80,jazz,1422804,891585,293985,"jazz, music",5
Electronic Track 1,Artist_electronic_1,electronic,2165873,3208178,343182,"electronic, music",7
Electronic Track 2,Artist_electronic_2,electronic,2107854,2228142,274613,"electronic, music",7
Electronic Track 3,Artist_electronic_3,electronic,2840922,2732756,216347,"electronic, music",6
Electronic Track 4,Artist_electronic_4,electronic,2977473,2210836,289368,"electronic, music",2
Electronic Track 5,Artist_electronic_5,electronic,1784905,2049688,302523,"electronic, music",7
Electronic Track 6,Artist_electronic_6,electronic,1350604,2791404,288304,"electronic, music",3
Electronic Track 7,Artist_electronic_7,electronic,3375327,3320591,217201,"electronic, music",3
Electronic Track 8,Artist_electronic_8,electronic,2555472,1955358,275838,"electronic, music",3
Electronic Track 9,Artist_electronic_9,electronic,2021959,3030992,336820,"electronic, music",7
Electronic Track 10,Artist_electronic_10,electronic,2071940,3732488,253362,"electronic, music",6
Electronic Track 11,Artist_electronic_11,electronic,4268032,2862646,246395,"electronic, music",2
Electronic Track 12,Artist_electronic_12,electronic,2623523,1232881,251357,"electronic, music",6
Electronic Track 13,Artist_electronic_13,electronic,2714399,2458244,306341,"electronic, music",4
Electronic Track 14,Artist_electronic_14,electronic,4007653,1586902,245863,"electronic, music",7
Electronic Track 15,Artist_electronic_15,electronic,3163075,1596911,246363,"electronic, music",5
Electronic Track 16,Artist_electronic_16,electronic,2493791,2263085,321218,"electronic, music",4
Electronic Track 17,Artist_electronic_17,electronic,2132920,2933906,307275,"electronic, music",6
Electronic Track 18,Artist_electronic_18,electronic,3885030,2339551,349252,"electronic, music",5
Electronic Track 19,Artist_electronic_19,electronic,3115361,2574071,322666,"electronic, music",4
Electronic Track 20,Artist_electronic_20,electronic,3376971,1798979,299222,"electronic, music",4
Electronic Track 21,Artist_electronic_21,electronic,2468783,2606766,258324,"electronic, music",3
Electronic Track 22,Artist_electronic_22,electronic,2979168,2514406,296016,"electronic, music",6
Electronic Track 23,Artist_electronic_23,electronic,1913428,1821882,270069,"electronic, music",2
Electronic Track 24,Artist_electronic_24,electronic,2053832,1322673,309850,"electronic, music",5
Electronic Track 25,Artist_electronic_25,electronic,2206796,1784743,278143,"electronic, music",3
Electronic Track 26,Artist_electronic_26,electronic,2252563,3044373,222340,"electronic, music",7
Electronic Track 27,Artist_electronic_27,electronic,3077818,2687671,300745,"electronic, music",5
Electronic Track 28,Artist_electronic_28,electronic,2031469,2953658,238939,"electronic, music",7
Electronic Track 29,Artist_electronic_29,electronic,2324506,3471859,256538,"electronic, music",4
Electronic Track 30,Artist_electronic_30,electronic,3933103,2480124,258967,"electronic, music",6
Electronic Track 31,Artist_electronic_31,electronic,3674143,2190015,257792,"electronic, music",7
Electronic Track 32,Artist_electronic_32,electronic,3910867,2688696,278078,"electronic, music",4
Electronic Track 33,Artist_electronic_33,electronic,1577597,2114957,305945,"electronic, music",5
Electronic Track 34,Artist_electronic_34,electronic,3240481,2544882,303112,"electronic, music",5
Electronic Track 35,Artist_electronic_35,electronic,1539771,2818826,306008,"electronic, music",6
Electronic Track 36,Artist_electronic_36,electronic,2425618,1411543,346405,"electronic, music",2
Electronic Track 37,Artist_electronic_37,electronic,1114920,1854287,326539,"electronic, music",3
Electronic Track 38,Artist_electronic_38,electronic,1803000,1395270,337750,"electronic, music",5
Electronic Track 39,Artist_electronic_39,electronic,2879126,2214697,290786,"electronic, music",6
Electronic Track 40,Artist_electronic_40,electronic,2327457,2127748,232534,"electronic, music",3
Electronic Track 41,Artist_electronic_41,electronic,2982042,3124914,287860,"electronic, music",7
Electronic Track 42,Artist_electronic_42,electronic,3031752,3331987,340041,"electronic, music",5
Electronic Track 43,Artist_electronic_43,electronic,1481296,2022226,250366,"electronic, music",7
Electronic Track 44,Artist_electronic_44,electronic,2489283,2831078,211288,"electronic, music",4
Electronic Track 45,Artist_electronic_45,electronic,3972116,1976006,293139,"electronic, music",7
Electronic Track 46,Artist_electronic_46,electronic,2445787,2920073,236254,"electronic, music",2
Electronic Track 47,Artist_electronic_47,electronic,3204886,2801102,267065,"electronic, music",7
Electronic Track 48,Artist_electronic_48,electronic,2535702,3241698,315094,"electronic, music",3
Electronic Track 49,Artist_electronic_49,electronic,2546877,1710990,261155,"electronic, music",3
Electronic Track 50,Artist_electronic_50,electronic,3306343,2850223,302100,"electronic, music",3
Electronic Track 51,Artist_electronic_51,electronic,3549516,2853796,282385,"electronic, music",3
Electronic Track 52,Artist_electronic_52,electronic,2014797,3082050,302374,"electronic, music",4
Electronic Track 53,Artist_electronic_53,electronic,4086816,2096516,366235,"electronic, music",7
Electronic Track 54,Artist_electronic_54,electronic,3379179,3624975,252432,"electronic, music",2
Electronic Track 55,Artist_electronic_55,electronic,2333565,1420082,306011,"electronic, music",5
Electronic Track 56,Artist_electronic_56,electronic,3675514,1542695,258828,"electronic, music",6
Electronic Track 57,Artist_electronic_57,electronic,2481734,3669886,349101,"electronic, music",7
Electronic Track 58,Artist_electronic_58,electronic,2827242,2573211,200103,"electronic, music",4
Electronic Track 59,Artist_electronic_59,electronic,1654129,2612276,259909,"electronic, music",2
Electronic Track 60,Artist_electronic_60,electronic,2658696,2008470,294070,"electronic, music",6
Electronic Track 61,Artist_electronic_61,electronic,3199659,2819296,205426,"electronic, music",5
Electronic Track 62,Artist_electronic_62,electronic,1823799,2253249,343209,"electronic, music",3
Electronic Track 63,Artist_electronic_63,electronic,2668338,2935874,347357,"electronic, music",5
Electronic Track 64,Artist_electronic_64,electronic,2155836,1139637,257089,"electronic, music",4
Electronic Track 65,Artist_electronic_65,electronic,1833841,1320540,253100,"electronic, music",6
Electronic Track 66,Artist_electronic_66,electronic,786385,1814815,295832,"electronic, music",5
Electronic Track 67,Artist_electronic_67,electronic,2742850,2038719,213980,"electronic, music",5
Electronic Track 68,Artist_electronic_68,electronic,2462182,3313191,214168,"electronic, music",2
Electronic Track 69,Artist_electronic_69,electronic,1985696,2418747,226996,"electronic, music",5
Electronic Track 70,Artist_electronic_70,electronic,3304789,2775151,230169,"electronic, music",2
Electronic Track 71,Artist_electronic_71,electronic,2149224,2466319,278123,"electronic, music",4
Electronic Track 72,Artist_electronic_72,electronic,2857780,2133268,319821,"electronic, music",3
Electronic Track 73,Artist_electronic_73,electronic,3963275,1838665,273461,"electronic, music",4
Electronic Track 74,Artist_electronic_74,electronic,1641116,1365135,219496,"electronic, music",4
Electronic Track 75,Artist_electronic_75,electronic,3135309,3053434,328580,"electronic, music",5
Electronic Track 76,Artist_electronic_76,electronic,2432858,2967834,273551,"electronic, music",7
Electronic Track 77,Artist_electronic_77,electronic,2305718,2102484,277135,"electronic, music",6
Electronic Track 78,Artist_electronic_78,electronic,2472083,2146340,238601,"electronic, music",6
Electronic Track 79,Artist_electronic_79,electronic,3786817,2751418,260762,"electronic, music",4
Electronic Track 80,Artist_electronic_80,electronic,658656,2848229,293859,"electronic, music",4
Hip-Hop Track 1,Artist_hip-hop_1,hip-hop,2954639,3118842,162461,"hip-hop, music",3
Hip-Hop Track 2,Artist_hip-hop_2,hip-hop,4773121,3282937,167597,"hip-hop, music",6
Hip-Hop Track 3,Artist_hip-hop_3,hip-hop,5287704,2645305,221888,"hip-hop, music",3
Hip-Hop Track 4,Artist_hip-hop_4,hip-hop,2899408,2696316,198928,"hip-hop, music",3
Hip-Hop Track 5,Artist_hip-hop_5,hip-hop,5155558,3038909,182043,"hip-hop, music",2
Hip-Hop Track 6,Artist_hip-hop_6,hip-hop,4080998,3704877,247481,"hip-hop, music",4
Hip-Hop Track 7,Artist_hip-hop_7,hip-hop,5007021,4297348,160398,"hip-hop, music",7
Hip-Hop Track 8,Artist_hip-hop_8,hip-hop,3471991,3451933,184067,"hip-hop, music",2
Hip-Hop Track 9,Artist_hip-hop_9,hip-hop,4385628,3134309,264548,"hip-hop, music",5
Hip-Hop Track 10,Artist_hip-hop_10,hip-hop,4544241,3803085,227769,"hip-hop, music",5
Hip-Hop Track 11,Artist_hip-hop_11,hip-hop,5256304,3257861,228858,"hip-hop, music",4
Hip-Hop Track 12,Artist_hip-hop_12,hip-hop,4762476,2515437,237927,"hip-hop, music",7
Hip-Hop Track 13,Artist_hip-hop_13,hip-hop,3792313,2795157,156148,"hip-hop, music",6
Hip-Hop Track 14,Artist_hip-hop_14,hip-hop,2271938,3512331,113720,"hip-hop, music",2
Hip-Hop Track 15,Artist_hip-hop_15,hip-hop,3233245,1677842,265680,"hip-hop, music",3
Hip-Hop Track 16,Artist_hip-hop_16,hip-hop,5211780,2784476,264817,"hip-hop, music",6
Hip-Hop Track 17,Artist_hip-hop_17,hip-hop,4070970,3722064,181830,"hip-hop, music",3
Hip-Hop Track 18,Artist_hip-hop_18,hip-hop,3976077,1421118,206838,"hip-hop, music",5
