track_name,artist,genre_tag,playcount,listeners,duration_ms,tags,tag_count,duration_min,duration_sec,log_playcount,log_listeners,engagement_ratio,avg_play_per_listener,popularity_score,duration_category,popularity_class,genre_encoded
Pop Track 11,Artist_pop_11,pop,5313295,1338942,156872,"pop, music",3,2.614533333333333,156.872,15.48572291628474,14.107391054685817,3.968275721968747,3.968275721968747,0.6232277980402438,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 12,Artist_pop_12,pop,5295291,3462192,245270,"pop, music",7,4.087833333333333,245.27,15.482328681861635,15.057412761286896,1.5294615291521876,1.5294615291521876,0.621037286033004,"Panjang
(4-6m)",Tinggi,7
Pop Track 13,Artist_pop_13,pop,3486371,1705805,240948,"pop, music",3,4.0158,240.948,15.064372211933266,14.349548284272146,2.0438262029797056,2.0438262029797056,0.4009494733171572,"Panjang
(4-6m)",Tinggi,7
Pop Track 14,Artist_pop_14,pop,4192787,3343059,226764,"pop, music",6,3.7794,226.764,15.248876464416771,15.022397113192115,1.2541764132262059,1.2541764132262059,0.48689774759544346,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 15,Artist_pop_15,pop,5486125,2873731,182923,"pop, music",4,3.0487166666666665,182.923,15.517732917769708,14.871122091447045,1.9090593694888738,1.9090593694888738,0.6442556912979223,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 16,Artist_pop_16,pop,5917514,3869302,173731,"pop, music",4,2.8955166666666665,173.731,15.59342715522131,15.168584945426234,1.5293488258738073,1.5293488258738073,0.6967419601432423,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 17,Artist_pop_17,pop,3741173,2947683,223250,"pop, music",3,3.720833333333333,223.25,15.134910023876557,14.896530335229818,1.269190659514385,1.269190659514385,0.43195074195016653,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 18,Artist_pop_18,pop,6463317,3009544,179213,"pop, music",7,2.986883333333333,179.213,15.681653366191027,14.917299462508115,2.1476060334701756,2.1476060334701756,0.7631487600259057,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 19,Artist_pop_19,pop,6769574,2373575,243391,"pop, music",2,4.056516666666667,243.391,15.727948865960737,14.679908236684172,2.8520569806907385,2.8520569806907385,0.8004104594149981,"Panjang
(4-6m)",Tinggi,7
Pop Track 20,Artist_pop_20,pop,5444842,3567664,206755,"pop, music",4,3.4459166666666667,206.755,15.510179480141026,15.087421878139553,1.5261640316565597,1.5261640316565597,0.6392328681922302,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 21,Artist_pop_21,pop,5542093,4748241,208566,"pop, music",2,3.4761,208.566,15.527882965646999,15.37328500224181,1.1671884036239097,1.1671884036239097,0.6510652100727052,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 22,Artist_pop_22,pop,7346965,2649746,223315,"pop, music",5,3.7219166666666665,223.315,15.809797996852494,14.78997472170658,2.77270433743297,2.77270433743297,0.8706605104243382,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 23,Artist_pop_23,pop,2871874,4265221,246141,"pop, music",6,4.10235,246.141,14.87047568452619,15.266004789135929,0.6733234518625291,0.6733234518625291,0.3261848067479061,"Panjang
(4-6m)",Sedang,7
Pop Track 24,Artist_pop_24,pop,5028500,1866340,217613,"pop, music",6,3.6268833333333332,217.613,15.430632485733113,14.43949038753089,2.694309346469911,2.694309346469911,0.5885773388588484,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 25,Artist_pop_25,pop,4681757,2833000,230057,"pop, music",7,3.8342833333333335,230.057,15.359184238384044,14.856847131795295,1.6525786612853295,1.6525786612853295,0.5463897858191723,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 26,Artist_pop_26,pop,6737279,1804125,200846,"pop, music",5,3.3474333333333335,200.846,15.723166840605042,14.40558682195503,3.734372765538549,3.734372765538549,0.7964811889598877,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 27,Artist_pop_27,pop,5145616,4193241,181917,"pop, music",2,3.03195,181.917,15.453655842314804,15.248984739727124,1.227121163052359,1.227121163052359,0.6028266170325814,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 28,Artist_pop_28,pop,4508506,1933797,169237,"pop, music",7,2.8206166666666665,169.237,15.321476614543716,14.474996502797934,2.3314255160052912,2.3314255160052912,0.525310670302271,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 29,Artist_pop_29,pop,1017235,3585864,194179,"pop, music",5,3.2363166666666667,194.179,13.832599703174,15.092510286035894,0.2836791122922921,0.2836791122922921,0.10053445134937804,"Sedang
(2.5-4m)",Rendah,7
Pop Track 30,Artist_pop_30,pop,4566294,2599854,189448,"pop, music",2,3.1574666666666666,189.448,15.33421271195684,14.77096623220578,1.756364874194907,1.756364874194907,0.5323416249720316,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 31,Artist_pop_31,pop,4005892,3106309,176159,"pop, music",3,2.935983333333333,176.159,15.203277084916087,14.9489460845359,1.289598269329204,1.289598269329204,0.4641585928746553,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 32,Artist_pop_32,pop,3766265,2509920,228296,"pop, music",2,3.8049333333333335,228.296,15.141594617675175,14.735761836509061,1.500551212568045,1.500551212568045,0.4350036372670772,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 33,Artist_pop_33,pop,4337350,3167042,259480,"pop, music",7,4.324666666666666,259.48,15.282774351062208,14.96830890294676,1.3695267162460376,1.3695267162460376,0.5044864494007422,"Panjang
(4-6m)",Tinggi,7
Pop Track 34,Artist_pop_34,pop,2860281,3215245,163252,"pop, music",7,2.7208666666666668,163.252,14.866430779333838,14.983414429056337,0.8895994272288963,0.8895994272288963,0.3247743087641286,"Sedang
(2.5-4m)",Sedang,7
Pop Track 35,Artist_pop_35,pop,6150945,2128349,178986,"pop, music",7,2.9831,178.986,15.632116449091654,14.57085758960357,2.8900063429417155,2.8900063429417155,0.7251430603633033,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 36,Artist_pop_36,pop,6159711,4616417,153925,"pop, music",7,2.5654166666666667,153.925,15.633540581169981,15.345129637662973,1.3343052990435442,1.3343052990435442,0.7262096027014207,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 37,Artist_pop_37,pop,6827075,2869466,192287,"pop, music",4,3.2047833333333333,192.287,15.736407028607386,14.869636856203057,2.3792136309635206,2.3792136309635206,0.8074064953474738,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 38,Artist_pop_38,pop,5567339,4912549,244943,"pop, music",4,4.0823833333333335,244.943,15.532427939487867,15.407303713224906,1.1332890250480911,1.1332890250480911,0.6541368422730371,"Panjang
(4-6m)",Tinggi,7
Pop Track 39,Artist_pop_39,pop,6331267,3839259,181188,"pop, music",2,3.0198,181.188,15.661011090015563,15.16079019765994,1.649085240384866,1.649085240384866,0.7470824908326149,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 40,Artist_pop_40,pop,4595099,2352895,271997,"pop, music",3,4.533283333333333,271.997,15.340501076320756,14.671157467837672,1.9529545717277772,1.9529545717277772,0.5358462738483114,"Panjang
(4-6m)",Tinggi,7
Pop Track 41,Artist_pop_41,pop,5722968,4152119,176496,"pop, music",7,2.9416,176.496,15.559998284637096,15.239129605144319,1.378324325886535,1.378324325886535,0.6730719229870291,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 42,Artist_pop_42,pop,6015779,2247345,239649,"pop, music",3,3.99415,239.649,15.60989657479421,14.62526052240185,2.676837033549796,2.676837033549796,0.7086976734509192,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 43,Artist_pop_43,pop,5019550,3617301,212512,"pop, music",4,3.5418666666666665,212.512,15.428851045436641,15.101239002057547,1.387650243192302,1.387650243192302,0.5874884095950851,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 44,Artist_pop_44,pop,5752394,2662883,176135,"pop, music",4,2.935583333333333,176.135,15.565126847791564,14.794920303952454,2.1602120107372307,2.1602120107372307,0.6766521277373645,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 45,Artist_pop_45,pop,5782912,3538558,220019,"pop, music",5,3.6669833333333335,220.019,15.570418092932432,15.079230140090779,1.6342562042910687,1.6342562042910687,0.6803651940246863,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 46,Artist_pop_46,pop,5519672,3469648,243896,"pop, music",4,4.064933333333333,243.896,15.523829177368137,15.059563994069007,1.5908444917627114,1.5908444917627114,0.6483372901818854,"Panjang
(4-6m)",Tinggi,7
Pop Track 47,Artist_pop_47,pop,5850341,3088737,204280,"pop, music",4,3.4046666666666665,204.28,15.582010679037692,14.943273151210635,1.8940878119154165,1.8940878119154165,0.6885691505974573,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 48,Artist_pop_48,pop,2098144,2087888,236262,"pop, music",2,3.9377,236.262,14.556564178991529,14.551664065652034,1.0049116595757726,1.0049116595757726,0.23204656772537768,"Sedang
(2.5-4m)",Sedang,7
Pop Track 49,Artist_pop_49,pop,4992714,2875445,191498,"pop, music",4,3.1916333333333333,191.498,15.423490407941749,14.87171835061689,1.7363268167790318,1.7363268167790318,0.5842233251568333,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 50,Artist_pop_50,pop,3331253,4050362,285871,"pop, music",5,4.764516666666666,285.871,15.01885936764604,15.214317064695857,0.8224578883423536,0.8224578883423536,0.3820765649890627,"Panjang
(4-6m)",Tinggi,7
Pop Track 51,Artist_pop_51,pop,8410017,3392339,231584,"pop, music",7,3.8597333333333332,231.584,15.944934172255996,15.03703050671971,2.479119722669308,2.479119722669308,1.0,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 52,Artist_pop_52,pop,2752556,4105544,200416,"pop, music",4,3.3402666666666665,200.416,14.828040855811421,15.227849056977012,0.6704483813963797,0.6704483813963797,0.31166761547486505,"Sedang
(2.5-4m)",Sedang,7
Pop Track 53,Artist_pop_53,pop,2095435,2423140,264577,"pop, music",2,4.4096166666666665,264.577,14.555272204244018,14.70057519042912,0.8647598303194077,0.8647598303194077,0.23171696891246873,"Panjang
(4-6m)",Sedang,7
Pop Track 54,Artist_pop_54,pop,6758043,3858933,175713,"pop, music",4,2.92855,175.713,15.72624405703719,15.165901537497106,1.7512719834026702,1.7512719834026702,0.7990075048518187,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 55,Artist_pop_55,pop,7219773,3635825,138669,"pop, music",7,2.31115,138.669,15.792334208440035,15.106346878348951,1.9857311653527974,1.9857311653527974,0.8551853047353337,"Pendek
(<2.5m)",Tinggi,7
Pop Track 56,Artist_pop_56,pop,4635298,3128085,239613,"pop, music",6,3.99355,239.613,15.34921126407083,14.955931873875535,1.4818320212423828,1.4818320212423828,0.5407372087616101,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 57,Artist_pop_57,pop,5504598,3298430,201301,"pop, music",2,3.3550166666666668,201.301,15.521094482615629,15.008957458826902,1.6688534639651398,1.6688534639651398,0.6465032656319447,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 58,Artist_pop_58,pop,4287113,2346440,189481,"pop, music",2,3.1580166666666667,189.481,15.271124337248946,14.66841027006926,1.8270704441321985,1.8270704441321985,0.4983742103589902,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 59,Artist_pop_59,pop,6644494,2922147,235404,"pop, music",3,3.9234,235.404,15.709299250251346,14.887829520249664,2.273838970510734,2.273838970510734,0.7851922166986269,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 60,Artist_pop_60,pop,3379698,2415456,168917,"pop, music",3,2.8152833333333334,168.917,15.033297210239287,14.697399061120775,1.3991960941552675,1.3991960941552675,0.38797077484191367,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 61,Artist_pop_61,pop,6308670,4288329,171639,"pop, music",6,2.86065,171.639,15.657435594267735,15.27140793772681,1.471125123299746,1.471125123299746,0.7443331573607421,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 62,Artist_pop_62,pop,7073006,2598994,142327,"pop, music",3,2.372116666666667,142.327,15.771796265696699,14.770635389804925,2.7214388638685336,2.7214388638685336,0.8373284464945786,"Pendek
(<2.5m)",Tinggi,7
Pop Track 63,Artist_pop_63,pop,5772571,7004430,232835,"pop, music",7,3.8805833333333335,232.835,15.568628293065006,15.762053506759592,0.8241313248713564,0.8241313248713564,0.6791070244697615,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 64,Artist_pop_64,pop,6703348,3475504,217047,"pop, music",5,3.61745,217.047,15.718117810223692,15.061250350163565,1.928740715378053,1.928740715378053,0.7923528695354458,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 65,Artist_pop_65,pop,2659164,5198867,161994,"pop, music",3,2.6999,161.994,14.793522721703459,15.463951467545554,0.5114890395370685,0.5114890395370685,0.30030479069258703,"Sedang
(2.5-4m)",Sedang,7
Pop Track 66,Artist_pop_66,pop,6802070,1505789,224292,"pop, music",3,3.7382,224.292,15.73273768260124,14.224828235387928,4.517276645481774,4.517276645481774,0.8043641851530153,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 67,Artist_pop_67,pop,4380857,3829668,130338,"pop, music",6,2.1723,130.338,15.292755153579566,15.158288934445647,1.1439257544189851,1.1439257544189851,0.5097798623033738,"Pendek
(<2.5m)",Tinggi,7
Pop Track 68,Artist_pop_68,pop,5639038,4428884,203950,"pop, music",5,3.3991666666666664,203.95,15.545224218885282,15.303658417339062,1.2732410076125256,1.2732410076125256,0.6628603215224862,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 69,Artist_pop_69,pop,7495654,2528528,205712,"pop, music",4,3.428533333333333,205.712,15.829834077294809,14.743148268686948,2.964432680028586,2.964432680028586,0.8887512147036355,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 70,Artist_pop_70,pop,4270674,2476591,205410,"pop, music",6,3.4235,205.41,15.267282452336833,14.722393979522918,1.7244156486009807,1.7244156486009807,0.4963741088878164,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 71,Artist_pop_71,pop,7671936,2588786,148046,"pop, music",7,2.467433333333333,148.046,15.853079683832863,14.766699984202058,2.9635253885313855,2.9635253885313855,0.9101991061533264,"Pendek
(<2.5m)",Tinggi,7
Pop Track 72,Artist_pop_72,pop,4485306,4170566,260656,"pop, music",6,4.344266666666667,260.656,15.316317501522603,15.243562555754757,1.0754667171154426,1.0754667171154426,0.5224879709816777,"Panjang
(4-6m)",Tinggi,7
Pop Track 73,Artist_pop_73,pop,5406592,5437147,178495,"pop, music",6,2.9749166666666667,178.495,15.503129692736477,15.508765216651451,0.9943801419420623,0.9943801419420623,0.6345790643554762,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 74,Artist_pop_74,pop,7885436,1768113,190630,"pop, music",4,3.1771666666666665,190.63,15.880528198530298,14.385423999739013,4.459800668961391,4.459800668961391,0.9361752399872347,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 75,Artist_pop_75,pop,4643912,5073769,209222,"pop, music",5,3.487033333333333,209.222,15.35106788777431,15.439594688985077,0.9152783827410387,0.9152783827410387,0.5417852575524545,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 76,Artist_pop_76,pop,3601112,3002895,160088,"pop, music",3,2.6681333333333335,160.088,15.09675352231084,14.915087714331133,1.1992130263585552,1.1992130263585552,0.4149097898147519,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 77,Artist_pop_77,pop,7314601,4538897,204863,"pop, music",3,3.4143833333333333,204.863,15.805383182207006,15.328194809275994,1.6115367650914385,1.6115367650914385,0.8667228448721105,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 78,Artist_pop_78,pop,4301502,3250848,240237,"pop, music",6,4.00395,240.237,15.274475054474426,14.994426750960335,1.3231934180886284,1.3231934180886284,0.5001248922781288,"Panjang
(4-6m)",Tinggi,7
Pop Track 79,Artist_pop_79,pop,6458949,4754517,223762,"pop, music",5,3.7293666666666665,223.762,15.680977323848248,15.374605881841523,1.3584866015861123,1.3584866015861123,0.7626173138779595,"Sedang
(2.5-4m)",Tinggi,7
Pop Track 80,Artist_pop_80,pop,6389348,1399661,261221,"pop, music",5,4.353683333333334,261.221,15.670142943229536,14.15174133686549,4.564922102621919,4.564922102621919,0.7541490942481054,"Panjang
(4-6m)",Tinggi,7
Rock Track 1,Artist_rock_1,rock,3433095,1885982,295480,"rock, music",3,4.924666666666667,295.48,15.048973035928835,14.449959728349125,1.8203212860349218,1.8203212860349218,0.3944674849980223,"Panjang
(4-6m)",Tinggi,9
Rock Track 2,Artist_rock_2,rock,3402201,1322214,215276,"rock, music",5,3.5879333333333334,215.276,15.039933427012365,14.094818918545746,2.5731072480648005,2.5731072480648005,0.39070867151481503,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 3,Artist_rock_3,rock,3252892,1345179,241675,"rock, music",3,4.027916666666667,241.675,14.995055312200094,14.112038391060057,2.418183440134406,2.418183440134406,0.3725425330295363,"Panjang
(4-6m)",Tinggi,9
Rock Track 4,Artist_rock_4,rock,2556299,1095931,301276,"rock, music",4,5.0212666666666665,301.276,14.754071458484157,13.907115700769682,2.3325343178226388,2.3325343178226388,0.28778940424375815,"Panjang
(4-6m)",Sedang,9
Rock Track 5,Artist_rock_5,rock,2439986,1477785,288080,"rock, music",6,4.801333333333333,288.08,14.707503269386338,14.206055579750059,1.651109159242272,1.651109159242272,0.2736378255335784,"Panjang
(4-6m)",Sedang,9
Rock Track 6,Artist_rock_6,rock,4307295,1609497,229764,"rock, music",6,3.8294,229.764,15.275820887005628,14.291432887098296,2.67617294336495,2.67617294336495,0.500829715431758,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 7,Artist_rock_7,rock,2253904,1376204,279891,"rock, music",2,4.66485,279.891,14.628174825399936,14.134840268936767,1.637767629095956,1.637767629095956,0.25099758695708513,"Panjang
(4-6m)",Sedang,9
Rock Track 8,Artist_rock_8,rock,3549333,1348878,265311,"rock, music",2,4.42185,265.311,15.082270538217658,14.114784435095796,2.6313205261554224,2.6313205261554224,0.4086099386026398,"Panjang
(4-6m)",Tinggi,9
Rock Track 9,Artist_rock_9,rock,2397717,2230823,312114,"rock, music",2,5.2019,312.114,14.690028009656078,14.617881581911961,1.0748122666781423,1.0748122666781423,0.26849503770676125,"Panjang
(4-6m)",Sedang,9
Rock Track 10,Artist_rock_10,rock,2604433,1343115,196319,"rock, music",2,3.2719833333333335,196.319,14.772725935089918,14.110502845565396,1.9390975909750163,1.9390975909750163,0.29364577532554426,"Sedang
(2.5-4m)",Sedang,9
Rock Track 11,Artist_rock_11,rock,4174930,1664623,277278,"rock, music",2,4.6213,277.278,15.244608389184414,14.325109830068364,2.5080318438277955,2.5080318438277955,0.48472512079510577,"Panjang
(4-6m)",Tinggi,9
Rock Track 12,Artist_rock_12,rock,2720759,1450093,289360,"rock, music",5,4.822666666666667,289.36,14.816421811008688,14.187138939881747,1.8762638835827194,1.8762638835827194,0.3077989357206881,"Panjang
(4-6m)",Sedang,9
Rock Track 13,Artist_rock_13,rock,4721085,2182830,178318,"rock, music",2,2.971966666666667,178.318,15.367549415842065,14.596133216135826,2.162826622858114,2.162826622858114,0.5511747478398746,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 14,Artist_rock_14,rock,2597903,939261,260772,"rock, music",6,4.3462,260.772,14.770215524028803,13.752849739505786,2.765898120013372,2.765898120013372,0.29285128280125655,"Panjang
(4-6m)",Sedang,9
Rock Track 15,Artist_rock_15,rock,3561707,1966023,249510,"rock, music",7,4.1585,249.51,15.08575076305375,14.491523787142713,1.8116294612883668,1.8116294612883668,0.410115459352339,"Panjang
(4-6m)",Tinggi,9
Rock Track 16,Artist_rock_16,rock,2192471,617007,320817,"rock, music",6,5.34695,320.817,14.60054023233735,13.332637268767812,3.553391528148744,3.553391528148744,0.24352315215699855,"Panjang
(4-6m)",Sedang,9
Rock Track 17,Artist_rock_17,rock,2257052,1494709,266517,"rock, music",5,4.44195,266.517,14.629570538022856,14.217442766057273,1.5100266941413385,1.5100266941413385,0.2513805980545519,"Panjang
(4-6m)",Sedang,9
Rock Track 18,Artist_rock_18,rock,2492647,1681778,252409,"rock, music",7,4.206816666666667,252.409,14.728856157189721,14.335362719681498,1.4821489624974507,1.4821489624974507,0.28004498798710276,"Panjang
(4-6m)",Sedang,9
Rock Track 19,Artist_rock_19,rock,2610026,1755349,272364,"rock, music",6,4.5394,272.364,14.774871124072956,14.378178825197974,1.4868977696755632,1.4868977696755632,0.2943262648643407,"Panjang
(4-6m)",Sedang,9
Rock Track 20,Artist_rock_20,rock,3785287,869288,253160,"rock, music",6,4.219333333333333,253.16,15.146632531787272,13.675430915127668,4.354463245249853,4.354463245249853,0.4373180073738154,"Panjang
(4-6m)",Tinggi,9
Rock Track 21,Artist_rock_21,rock,4038918,1417294,223430,"rock, music",4,3.7238333333333333,223.43,15.211487639875529,14.16426068331416,2.8497369990016193,2.8497369990016193,0.4681768026919792,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 22,Artist_rock_22,rock,4224100,1808491,309014,"rock, music",4,5.150233333333333,309.014,15.25631701506722,14.408003906809073,2.335702895008659,2.335702895008659,0.49070754000172534,"Panjang
(4-6m)",Tinggi,9
Rock Track 23,Artist_rock_23,rock,2287452,1072595,186541,"rock, music",3,3.1090166666666668,186.541,14.642949529472645,13.885592436267995,2.1326314847342336,2.1326314847342336,0.2550793075091224,"Sedang
(2.5-4m)",Sedang,9
Rock Track 24,Artist_rock_24,rock,2620040,1315580,248072,"rock, music",5,4.134533333333334,248.072,14.7787005244698,14.089788951113091,1.991545940538819,1.991545940538819,0.29554464895901406,"Panjang
(4-6m)",Sedang,9
Rock Track 25,Artist_rock_25,rock,3582802,1920209,283606,"rock, music",5,4.726766666666666,283.606,15.091656012916756,14.467945113022955,1.8658386322329328,1.8658386322329328,0.41268204737681813,"Panjang
(4-6m)",Tinggi,9
Rock Track 26,Artist_rock_26,rock,4020007,1600227,266068,"rock, music",2,4.434466666666666,266.068,15.206794450642976,14.28565667705785,2.5121463941388353,2.5121463941388353,0.4658759377414732,"Panjang
(4-6m)",Tinggi,9
Rock Track 27,Artist_rock_27,rock,3051671,1235303,304352,"rock, music",6,5.072533333333333,304.352,14.931200195099976,14.026827651599481,2.470380570288771,2.470380570288771,0.34806036147828173,"Panjang
(4-6m)",Tinggi,9
Rock Track 28,Artist_rock_28,rock,2742288,1688766,289340,"rock, music",4,4.822333333333333,289.34,14.824303531070527,14.339509234823199,1.623840352162258,1.623840352162258,0.3104183276893542,"Panjang
(4-6m)",Sedang,9
Rock Track 29,Artist_rock_29,rock,2848736,1795721,231123,"rock, music",2,3.85205,231.123,14.862386296126617,14.400917727444611,1.586401458577664,1.586401458577664,0.3233696508479109,"Sedang
(2.5-4m)",Sedang,9
Rock Track 30,Artist_rock_30,rock,3195485,1305918,211315,"rock, music",2,3.521916666666667,211.315,14.977249746901869,14.082417565455595,2.4469243498256783,2.4469243498256783,0.365557933896032,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 31,Artist_rock_31,rock,4080370,2555452,245562,"rock, music",5,4.0927,245.562,15.221698473618886,14.753740065317174,1.5967305992323084,1.5967305992323084,0.4732201877022048,"Panjang
(4-6m)",Tinggi,9
Rock Track 32,Artist_rock_32,rock,3878678,1164277,230353,"rock, music",5,3.8392166666666667,230.353,15.171005189710932,13.96761171037291,3.331401950393291,3.331401950393291,0.4486807104880192,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 33,Artist_rock_33,rock,1088493,1393289,219634,"rock, music",2,3.6605666666666665,219.634,13.900305647468832,14.14717841487073,0.7812393686884999,0.7812393686884999,0.10920427497812105,"Sedang
(2.5-4m)",Rendah,9
Rock Track 34,Artist_rock_34,rock,3135354,1493723,183595,"rock, music",2,3.0599166666666666,183.595,14.958252963277815,14.216782888652734,2.0990182925359706,2.0990182925359706,0.3582419109285063,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 35,Artist_rock_35,rock,2419210,859881,189417,"rock, music",6,3.15695,189.417,14.698952011914686,13.664550449513307,2.8134209112413098,2.8134209112413098,0.27111004962475743,"Sedang
(2.5-4m)",Sedang,9
Rock Track 36,Artist_rock_36,rock,3611693,999021,323258,"rock, music",7,5.3876333333333335,323.258,15.0996874723223,13.814532079410231,3.615228693662402,3.615228693662402,0.41619715970747595,"Panjang
(4-6m)",Tinggi,9
Rock Track 37,Artist_rock_37,rock,2933749,1514145,261819,"rock, music",2,4.36365,261.819,14.891792026147371,14.230362141619441,1.9375601824394741,1.9375601824394741,0.33371301883677296,"Panjang
(4-6m)",Tinggi,9
Rock Track 38,Artist_rock_38,rock,2012388,1597358,299512,"rock, music",4,4.991866666666667,299.512,14.514833131474244,14.283862198427629,1.2598219936783153,1.2598219936783153,0.22161280035741215,"Panjang
(4-6m)",Sedang,9
Rock Track 39,Artist_rock_39,rock,3196814,1413824,315554,"rock, music",4,5.259233333333333,315.554,14.977665559617556,14.161809355403223,2.261110109101197,2.261110109101197,0.3657196307665953,"Panjang
(4-6m)",Tinggi,9
Rock Track 40,Artist_rock_40,rock,3202711,2406646,262498,"rock, music",6,4.3749666666666664,262.498,14.979508508844608,14.693745050422358,1.330777218262587,1.330777218262587,0.36643710739993746,"Panjang
(4-6m)",Tinggi,9
